@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute 'Current Temp' numeric
@attribute 'Atmos Pressure' numeric
@attribute Humidity numeric
@attribute 'Temp Min' numeric
@attribute 'Temp Max' numeric
@attribute Clouds numeric
@attribute 'Wind Speed' numeric
@attribute 'Wind Direction' numeric
@attribute Longitude numeric
@attribute Latitude numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric
@attribute outputs-16 numeric
@attribute outputs-17 numeric
@attribute outputs-18 numeric
@attribute outputs-19 numeric
@attribute outputs-20 numeric
@attribute outputs-21 numeric
@attribute outputs-22 numeric
@attribute outputs-23 numeric
@attribute outputs-24 numeric
@attribute outputs-25 numeric
@attribute outputs-26 numeric

@data
143,'2018/04/29 16:10:16:803',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
144,'2018/04/29 16:10:16:818',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
145,'2018/04/29 16:10:16:835',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
146,'2018/04/29 16:10:16:852',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
147,'2018/04/29 16:10:16:871',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
148,'2018/04/29 16:10:16:885',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
149,'2018/04/29 16:10:16:904',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
150,'2018/04/29 16:10:16:918',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
151,'2018/04/29 16:10:16:935',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
152,'2018/04/29 16:10:16:951',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
153,'2018/04/29 16:10:16:968',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
154,'2018/04/29 16:10:16:986',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
155,'2018/04/29 16:10:17:005',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
156,'2018/04/29 16:10:17:019',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
157,'2018/04/29 16:10:17:035',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
158,'2018/04/29 16:10:17:054',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
159,'2018/04/29 16:10:17:068',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
160,'2018/04/29 16:10:17:085',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
161,'2018/04/29 16:10:17:102',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
162,'2018/04/29 16:10:17:118',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
163,'2018/04/29 16:10:17:135',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
164,'2018/04/29 16:10:17:154',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
165,'2018/04/29 16:10:17:169',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
166,'2018/04/29 16:10:17:187',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
167,'2018/04/29 16:10:17:203',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
168,'2018/04/29 16:10:17:219',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
169,'2018/04/29 16:10:17:236',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
170,'2018/04/29 16:10:17:255',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
171,'2018/04/29 16:10:17:269',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
172,'2018/04/29 16:10:17:285',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
173,'2018/04/29 16:10:17:303',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
174,'2018/04/29 16:10:17:318',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
175,'2018/04/29 16:10:17:336',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
176,'2018/04/29 16:10:17:352',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
177,'2018/04/29 16:10:17:368',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
178,'2018/04/29 16:10:17:386',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
179,'2018/04/29 16:10:17:403',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
180,'2018/04/29 16:10:17:419',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
181,'2018/04/29 16:10:17:435',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
182,'2018/04/29 16:10:17:455',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
183,'2018/04/29 16:10:17:468',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
184,'2018/04/29 16:10:17:487',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
185,'2018/04/29 16:10:17:503',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
186,'2018/04/29 16:10:17:519',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
187,'2018/04/29 16:10:17:536',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
188,'2018/04/29 16:10:17:552',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
189,'2018/04/29 16:10:17:571',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
190,'2018/04/29 16:10:17:587',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
191,'2018/04/29 16:10:17:604',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
192,'2018/04/29 16:10:17:618',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
193,'2018/04/29 16:10:17:636',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
194,'2018/04/29 16:10:17:653',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
195,'2018/04/29 16:10:17:669',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
196,'2018/04/29 16:10:17:685',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
197,'2018/04/29 16:10:17:702',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
198,'2018/04/29 16:10:17:718',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
199,'2018/04/29 16:10:17:734',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
200,'2018/04/29 16:10:17:753',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
201,'2018/04/29 16:10:17:769',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
202,'2018/04/29 16:10:17:785',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
203,'2018/04/29 16:10:17:805',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
204,'2018/04/29 16:10:17:818',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
205,'2018/04/29 16:10:17:835',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
206,'2018/04/29 16:10:17:851',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
207,'2018/04/29 16:10:17:871',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
208,'2018/04/29 16:10:17:886',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
209,'2018/04/29 16:10:17:904',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
210,'2018/04/29 16:10:17:921',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
211,'2018/04/29 16:10:17:935',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
212,'2018/04/29 16:10:17:953',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
213,'2018/04/29 16:10:17:969',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
214,'2018/04/29 16:10:52:428',3,7.18,1010,81,6,8,90,4.1,360,2,48,0.350829,0.448461,0.029159,0.971009,0.827448,0.289067,0.630351,0.704464,0.952532,0.78898,0.380463,0.02937,0.582321,0.908692,0.334567,0.438033,0.535813,0.260626,0.891287,0.866765,0.578298,0.66413,0.796349,0.578786,0.294741,0.15491
215,'2018/04/29 16:10:52:443',3,7.18,1010,81,6,8,90,4.1,360,2,48,0.350829,0.448461,0.029159,0.971009,0.827448,0.289067,0.630351,0.704464,0.952532,0.78898,0.380463,0.02937,0.582321,0.908692,0.334567,0.438033,0.535813,0.260626,0.891287,0.866765,0.578298,0.66413,0.796349,0.578786,0.294741,0.15491
216,'2018/04/29 16:10:52:460',3,7.18,1010,81,6,8,90,4.1,360,2,48,0.350829,0.448461,0.029159,0.971009,0.827448,0.289067,0.630351,0.704464,0.952532,0.78898,0.380463,0.02937,0.582321,0.908692,0.334567,0.438033,0.535813,0.260626,0.891287,0.866765,0.578298,0.66413,0.796349,0.578786,0.294741,0.15491
217,'2018/04/29 16:10:52:477',3,7.18,1010,81,6,8,90,4.1,360,2,48,0.350829,0.448461,0.029159,0.971009,0.827448,0.289067,0.630351,0.704464,0.952532,0.78898,0.380463,0.02937,0.582321,0.908692,0.334567,0.438033,0.535813,0.260626,0.891287,0.866765,0.578298,0.66413,0.796349,0.578786,0.294741,0.15491
218,'2018/04/29 16:10:52:493',3,7.18,1010,81,6,8,90,4.1,360,2,48,0.350829,0.448461,0.029159,0.971009,0.827448,0.289067,0.630351,0.704464,0.952532,0.78898,0.380463,0.02937,0.582321,0.908692,0.334567,0.438033,0.535813,0.260626,0.891287,0.866765,0.578298,0.66413,0.796349,0.578786,0.294741,0.15491
