@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute 'Current Temp' numeric
@attribute 'Atmos Pressure' numeric
@attribute Humidity numeric
@attribute 'Temp Min' numeric
@attribute 'Temp Max' numeric
@attribute Clouds numeric
@attribute 'Wind Speed' numeric
@attribute 'Wind Direction' numeric
@attribute Longitude numeric
@attribute Latitude numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric
@attribute outputs-16 numeric
@attribute outputs-17 numeric
@attribute outputs-18 numeric
@attribute outputs-19 numeric
@attribute outputs-20 numeric
@attribute outputs-21 numeric
@attribute outputs-22 numeric
@attribute outputs-23 numeric
@attribute outputs-24 numeric
@attribute outputs-25 numeric
@attribute outputs-26 numeric

@data
67,'2018/04/29 16:09:58:873',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
68,'2018/04/29 16:09:58:894',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
69,'2018/04/29 16:09:58:906',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
70,'2018/04/29 16:09:58:925',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
71,'2018/04/29 16:09:58:943',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
72,'2018/04/29 16:09:58:958',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
73,'2018/04/29 16:09:58:977',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
74,'2018/04/29 16:09:58:993',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
75,'2018/04/29 16:09:59:010',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
76,'2018/04/29 16:09:59:026',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
77,'2018/04/29 16:09:59:043',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
78,'2018/04/29 16:09:59:059',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
79,'2018/04/29 16:09:59:073',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
80,'2018/04/29 16:09:59:090',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
81,'2018/04/29 16:09:59:108',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
82,'2018/04/29 16:09:59:124',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
83,'2018/04/29 16:09:59:140',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
84,'2018/04/29 16:09:59:156',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
85,'2018/04/29 16:09:59:174',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
86,'2018/04/29 16:09:59:194',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
87,'2018/04/29 16:09:59:206',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
88,'2018/04/29 16:09:59:228',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
89,'2018/04/29 16:09:59:240',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
90,'2018/04/29 16:09:59:260',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
91,'2018/04/29 16:09:59:274',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
92,'2018/04/29 16:09:59:292',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
93,'2018/04/29 16:09:59:308',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
94,'2018/04/29 16:09:59:325',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
95,'2018/04/29 16:09:59:342',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
96,'2018/04/29 16:09:59:359',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
97,'2018/04/29 16:09:59:374',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
98,'2018/04/29 16:09:59:390',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
99,'2018/04/29 16:09:59:407',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
100,'2018/04/29 16:09:59:426',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
101,'2018/04/29 16:09:59:440',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
102,'2018/04/29 16:09:59:456',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
103,'2018/04/29 16:09:59:473',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
104,'2018/04/29 16:09:59:491',1,12.88,1025,87,12,14,75,4.6,330,151,-33,0.167727,0.041622,0.050009,0.015443,0.909653,0.855624,0.80666,0.487772,0.212946,0.826893,0.659636,0.269095,0.851796,0.335698,0.184041,0.664803,0.930995,0.906354,0.482174,0.013752,0.096652,0.200746,0.851645,0.662536,0.912178,0.463627
105,'2018/04/29 16:10:16:170',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
106,'2018/04/29 16:10:16:187',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
107,'2018/04/29 16:10:16:203',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
108,'2018/04/29 16:10:16:218',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
109,'2018/04/29 16:10:16:236',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
110,'2018/04/29 16:10:16:254',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
111,'2018/04/29 16:10:16:269',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
112,'2018/04/29 16:10:16:287',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
113,'2018/04/29 16:10:16:303',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
114,'2018/04/29 16:10:16:319',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
115,'2018/04/29 16:10:16:335',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
116,'2018/04/29 16:10:16:352',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
117,'2018/04/29 16:10:16:368',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
118,'2018/04/29 16:10:16:387',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
119,'2018/04/29 16:10:16:401',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
120,'2018/04/29 16:10:16:419',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
121,'2018/04/29 16:10:16:435',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
122,'2018/04/29 16:10:16:452',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
123,'2018/04/29 16:10:16:469',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
124,'2018/04/29 16:10:16:487',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
125,'2018/04/29 16:10:16:501',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
126,'2018/04/29 16:10:16:519',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
127,'2018/04/29 16:10:16:536',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
128,'2018/04/29 16:10:16:553',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
129,'2018/04/29 16:10:16:568',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
130,'2018/04/29 16:10:16:588',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
131,'2018/04/29 16:10:16:602',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
132,'2018/04/29 16:10:16:619',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
133,'2018/04/29 16:10:16:635',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
134,'2018/04/29 16:10:16:653',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
135,'2018/04/29 16:10:16:668',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
136,'2018/04/29 16:10:16:685',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
137,'2018/04/29 16:10:16:702',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
138,'2018/04/29 16:10:16:718',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
139,'2018/04/29 16:10:16:735',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
140,'2018/04/29 16:10:16:754',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
141,'2018/04/29 16:10:16:769',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
142,'2018/04/29 16:10:16:786',2,11.5,1002,81,11,12,90,3.1,360,2,48,0.445507,0.644181,0.511277,0.16643,0.972151,0.34168,0.863281,0.577775,0.034491,0.851373,0.11609,0.126547,0.66596,0.851987,0.518075,0.717362,0.985103,0.532215,0.362713,0.608437,0.661059,0.533051,0.248326,0.068331,0.058974,0.920658
